name,type,communityId
New York Herald Tribune Syndicate,Brand,43
New York Telephone Company,Brand,43
Newalliance Bank,Brand,43
News Corp,Brand,43
News Media Corporation,Brand,43
News Uk,Brand,43
News-Press & Gazette Company,Brand,43
Newsquest,Brand,43
Newtek,Brand,43
Nexenta Systems,Brand,43
Nexentastor,Product,43
Niagara Automobile Company (1915),Brand,43
Easybase,Brand,43
Easyup,Brand,43
Eb Games Australia,Brand,43
Popular Culture,Product,43
Video Game Accessory,Product,43
Editors Press Service,Brand,43
Educational Media Foundation,Brand,43
Nintendo New York,Brand,43
Computer Othello (Video Game),Product,43
List Of Nintendo Products,Product,43
Lists Of Games On Nintendo Consoles,Product,43
Nintex,Brand,43
Nitrosecurity,Brand,43
Nordic Semiconductor,Brand,43
Nortel,Brand,43
North American Bus Industries,Brand,43
Transit Bus,Product,43
Northern,Brand,43
Egger & Co,Brand,43
Ehealthinsurance,Brand,43
Eight Sleep,Brand,43
Smart Mattress,Product,43
Ekspedycja Express,Brand,43
Gra Terenowa,Product,43
Occurrence,Product,43
Team Building,Product,43
Youtube Series,Product,43
El Meson Sandwiches,Brand,43
El Paso County Telephone,Brand,43
Elanex,Brand,43
Language Localisation,Product,43
Element Mobile,Brand,43
Novawurks,Brand,43
Spacecraft,Product,43
Novitec,Brand,43
Now Software,Brand,43
Nrg Media,Brand,43
Ntropy,Brand,43
Nuance Communications,Brand,43
Nueraline,Brand,43
Numerica Credit Union,Brand,43
Nvidia,Brand,43
Nye Lubricants,Brand,43
Synthetic Oil,Product,43
O-Pee-Chee,Brand,43
Oberon Media,Brand,43
Casual Game,Product,43
"Object Design, Incorporated",Brand,43
"Oceangate, Inc.",Brand,43
Submersible,Product,43
Octetstring,Brand,43
Oettinger Sportsystems,Brand,43
Ofg Bancorp,Brand,43
Ogren (Automobile Company),Brand,43
Ohio Art Company,Brand,43
"Elevance Health, Inc.",Brand,43
Elio Motors,Brand,43
Ellebrow Nyc,Brand,43
Microblading,Product,43
Nano Brows,Product,43
Emachines,Brand,43
Embarq Florida,Brand,43
Embarq Missouri,Brand,43
Emory Marketing Institute,Brand,43
Olympian (Automobile),Brand,43
Omni Bank,Brand,43
One Nevada Credit Union,Brand,43
Onell Design,Brand,43
Ontario Yachts,Brand,43
Onyx Path Publishing,Brand,43
Oppenheimer Holdings,Brand,43
Origin Pc,Brand,43
Orion Bus Industries,Brand,43
Orion Pictures,Brand,43
Orix,Brand,43
Osca,Brand,43
Ottomobile,Brand,43
Arcada Software,Brand,43
Archambault Boats,Brand,43
Arcsoft,Brand,43
Arcticwhite Llc,Brand,43
Argenta,Brand,43
Arista Networks,Brand,43
Arkansas Federal Credit Union,Brand,43
Armstrong Telephone Company,Brand,43
Plain Old Telephone Service,Product,43
Arranbee Doll Company,Brand,43
Bloom Energy,Brand,43
Bloom Energy Server,Product,43
Blue Cross And Blue Shield Of Alabama,Brand,43
Blue Cross Blue Shield Of Massachusetts,Brand,43
Blue Ridge Capital,Brand,43
Emprise Bank,Brand,43
Endeavour Yacht Corporation,Brand,43
Endy Sleep,Brand,43
Engine Alliance,Brand,43
Jet Engine,Product,43
Enstrom Helicopter Corporation,Brand,43
Enterasys Networks,Brand,43
Entertainment One Films,Brand,43
Entex Industries,Brand,43
Enthropic Data,Brand,43
Fdsrch,Product,43
Entrepreneurs Roundtable Accelerator,Brand,43
Startup Accelerator,Product,43
Entrust,Brand,43
Enzyscreen Bv,Brand,43
Outerbanks Entertainment,Brand,43
Overbrook Entertainment,Brand,43
"Overdrive, Inc.",Brand,43
Overdrive Media Console,Product,43
Overland Automobile,Brand,43
Owen (Automobile),Brand,43
Owen Magnetic,Brand,43
P & K Enterprises,Brand,43
Pacesetter Propeller Works,Brand,43
Paceship Yachts,Brand,43
Pacific Bell,Brand,43
Pacific Global Bank,Brand,43
Pacific Lumber Company,Brand,43
Forest Product,Product,43
Packard Bell,Brand,43
Recording Medium,Product,43
Packet Design,Brand,43
Pactiv,Brand,43
Packing Material,Product,43
Pag,Brand,43
Pagerduty,Brand,43
Paige Automobile,Brand,43
Paine Webber,Brand,43
Palisades Toys,Brand,43
Palitoy,Brand,43
Miniature Object,Product,43
"Palm, Inc.",Brand,43
Paloma Partners,Brand,43
Pamal Broadcasting,Brand,43
Pando Networks,Brand,43
Pando,Product,43
Parallels,Brand,43
Parametric Technology Corporation,Brand,43
Parascender Technologies,Brand,43
Paratrek,Brand,43
Parker Brothers,Brand,43
Aggravation,Product,43
Cluedo,Product,43
Monopoly,Product,43
Ouija,Product,43
Probe,Product,43
Sorry!,Product,43
Top It,Product,43
Parkhurst Products,Brand,43
Parrish Aircraft Xperimental,Brand,43
Patch Products,Brand,43
Paterson (Automobile),Brand,43
"Paul K. Guillow, Inc.",Brand,43
Pawnee Aviation,Brand,43
Pax Labs,Brand,43
Vaporizer,Product,43
Vaporizer (Inhalation Device),Product,43
Paytm Payments Bank,Brand,43
Epic,Brand,43
Eppendorf,Brand,43
Ericsson,Brand,43
Ernst Plank,Brand,43
Model Steam Engine,Product,43
Esci,Brand,43
Eset,Brand,43
Antivirus Software,Product,43
"Essex Property Trust, Inc.",Brand,43
Estes Industries,Brand,43
Model Rocket,Product,43
Etap Yachting,Brand,43
Eucalyptus Health,Brand,43
Telemedicine,Product,43
Państwowe Zakłady Inżynierii,Brand,43
Second Polish Republic,Country,43
Peco,Brand,43
Peerless,Brand,43
Pegula Sports And Entertainment,Brand,43
Penguin Software,Brand,43
Penn (Automobile),Brand,43
Penn Line Manufacturing,Brand,43
Penn Station,Brand,43
Penske Motor Group,Brand,43
Peopleschoice Credit Union,Brand,43
Performance Aircraft,Brand,43
Performance Propellers,Brand,43
Performo Toy Company,Brand,43
Personal Flight,Brand,43
Pervasive Software,Brand,43
Peter Norton Computing,Brand,43
Pgp Corporation,Brand,43
Phelps Motor Vehicle,Brand,43
Phianna (Automobile),Brand,43
Philadelphia Gum,Brand,43
Philadelphia Toboggan Coasters,Brand,43
Phoenix Industries,Brand,43
Phoenixev,Brand,43
Piasecki Aircraft Corporation,Brand,43
Pica8,Brand,43
Piedmont Motor Car Company,Brand,43
Pierce-Arrow,Brand,43
Pikolin,Brand,43
Pilen S.A.,Brand,43
Pilot Motor Car Company,Brand,43
Pink Triangle Press,Brand,43
Pinnacle Brands,Brand,43
Bluebird Photoplays,Brand,43
Bluestacks,Brand,43
Blur Studio,Brand,43
Bmce Bank International,Brand,43
Bmw In The United States,Brand,43
Evercore Partners,Brand,43
Evertrust Bank,Brand,43
Everus Communications,Brand,43
Excelan,Brand,43
Explore Technologies,Brand,43
Extra Space Storage,Brand,43
Extrema Ratio,Brand,43
Extreme Networks,Brand,43
Pioneer Instrument Company,Brand,43
Pixar,Brand,43
Pkware,Brand,43
Plaid,Brand,43
Plainfield Asset Management,Brand,43
Plan B Toys,Brand,43
Plan-B,Brand,43
Platt-Lepage Aircraft Company,Brand,43
Play Along Toys,Brand,43
Playart Phototone,Brand,43
British Raj,Country,43
Playfirst,Brand,43
Pogo Structures,Brand,43
Polarity (Company),Brand,43
Lion Forge Comics,Product,43
Oni Press,Product,43
Polybona Films,Brand,43
Polychrome Pictures,Brand,43
Pope-Toledo,Brand,43
"Popular, Inc.",Brand,43
Porch,Brand,43
Portal Software,Brand,43
Porter Chemical Company,Brand,43
Poster Guard Plus,Brand,43
Labor Law,Product,43
Postfinance,Brand,43
Postmedia Network,Brand,43
Fairfield Greenwich Group,Brand,43
Fairwinds Credit Union,Brand,43
Fake Empire Productions,Brand,43
Falcon International Bank,Brand,43
Faller,Brand,43
Farrington Aircraft,Brand,43
Farsight Vision,Brand,43
3D Modeling,Product,43
Electronic Hardware,Product,43
Spatial Analysis,Product,43
Fasa Corporation,Brand,43
Battletech,Product,43
Crimson Skies,Product,43
Demonworld,Product,43
Earthdawn,Product,43
Renegade Legion,Product,43
Role-Playing Game,Product,43
Shadowrun,Product,43
Star Trek: The Role Playing Game,Product,43
The Doctor Who Role Playing Game,Product,43
Vor: The Maelstrom,Product,43
Fashion To Figure,Brand,43
Plus-Size Clothing,Product,43
Fat Brain Toys,Brand,43
Fatwire,Brand,43
Powera,Brand,43
Powerdsine,Brand,43
Powerfin,Brand,43
Practice Fusion,Brand,43
Pranavam Arts,Brand,43
Pratt & Whitney,Brand,43
Pratt & Whitney Canada,Brand,43
Preceptor Aircraft,Brand,43
Precision Boat Works,Brand,43
Precision Propellers,Brand,43
Preferred Bank,Brand,43
Premier Motor Manufacturing Company,Brand,43
Prevail Health Solutions,Brand,43
Vetsprevail,Product,43
Prime Storage,Brand,43
Primrose Schools,Brand,43
Kindergarten,Product,43
Prince Aircraft,Brand,43
Pro Set Trading Cards,Brand,43
Production Automotive Services,Brand,43
Prometheus Fuels,Brand,43
Campus Carbon Neutrality,Product,43
Carbon Neutrality,Product,43
Net-Zero Emissions,Product,43
Promise Technology,Brand,43
"Proofpoint, Inc.",Brand,43
Props Inc,Brand,43
Prospánek,Brand,43
Proteon,Brand,43
Pssc Labs,Brand,43
Public Relations Global Network,Brand,43
Public Relations,Product,43
Publicis Health,Brand,43
Publicis Healthcare Communications Group,Brand,43
Publishers Syndicate,Brand,43
"Pulitzer, Inc.",Brand,43
Pungs-Finch,Brand,43
Kristalunie Maastricht,Brand,66
Schoenwinkelbedrijf Bitter,Brand,66
Felyx,Brand,66
Ferrania Technologies S.P.A,Brand,66
Fibria,Brand,66
Sinar,Brand,66
Sinar 54H,Product,66
Ceramic Art,Industry,66
Optics,Industry,66
Digital Photography,Industry,66
Reprography,Industry,66
Photo Equipment,Industry,66
Flow Traders,Brand,66
Security,Product,66
Foma Bohemia,Brand,66
Film Ferrania,Brand,66
Q126882532,Brand,66
Q135102642,Product,66
Q129439282,Brand,66
Q138499289,Brand,66
Digital Learning,Product,66
Q2388472,Brand,66
Q282150,Brand,66
Q2932027,Brand,66
Sodium Cyanide,Product,66
Q3638305,Brand,66
Tripod,Product,66
Q431361,Brand,66
Instant Camera,Product,66
Instant Film,Product,66
Schaap And Co.,Brand,66
Friesland Bank,Brand,66
Fulper Pottery Co.,Brand,66
Art Pottery,Product,66
Fábrica Do Juncal,Brand,66
Ceramic Tile,Product,66
Faience,Product,66
R.F. Hunter Ltd,Brand,66
Forte Photochemical,Brand,66
Atala,Brand,66
Motor Scooter,Product,66
Athilex,Brand,66
Q60123771,Product,66
General Imaging,Brand,66
List Of Glassware,Product,66
Riedel (Glass Manufacturer),Brand,66
Drinkware,Product,66
Robertson & Beato,Brand,66
Rollei,Brand,66
Rolleiflex,Product,66
Royal Doulton,Brand,66
Royal Stafford China,Brand,66
Brockway Glass Company,Brand,66
Bottle,Product,66
Bronica,Brand,66
Buka Entertainment,Brand,66
Video Game Industry,Product,66
Rupp Industries,Brand,66
Bushnell Corporation,Brand,66
Binoculars,Product,66
Cadinen Pottery,Brand,66
Ceramic Art,Product,66
Glasfabriek Van Deventer,Brand,66
Glasindustrie Wattez,Brand,66
Dome Lights,Product,66
Seidel & Naumann,Brand,66
Erika,Product,66
Boller And Chivens,Brand,66
Spectrograph,Product,66
Telescope,Product,66
Gresb,Brand,66
Sustainability Measurement,Product,66
Gopro,Brand,66
Graflex,Brand,66
Cambo B. V.,Brand,66
Still Camera,Product,66
Sns Reaal,Brand,66
Société Lumière,Brand,66
Photographic Plate,Product,66
Digital Camera,Product,66
Carl Zeiss Ag,Brand,66
Bilge Diving Meter,Product,66
Coordinate-Measuring Machine,Product,66
Stadsbrouwerij Maastricht,Brand,66
Starmark,Brand,66
Superkeukens,Brand,66
Alpa,Brand,66
Camera,Product,66
Heineken International,Brand,66
Hasselblad,Brand,66
2Waytraffic,Brand,66
Netherlands,Country,66
Who Wants To Be A Millionaire?,Product,66
Teledata Networks,Brand,66
Next-Generation Network,Product,66
Coöperatieve Vlasfabriek 'De Zuidhoek',Brand,66
Flax,Product,66
Zwo Astrophotography,Brand,66
Astrophotography,Product,66
Charge-Coupled Device,Product,66
Van Hoytema & Co.,Brand,66
Van Oord,Brand,66
Palm Islands,Product,66
The World,Product,66
Vanilia,Brand,66
Tahbes,Brand,66
Cerad,Brand,66
Adox,Brand,66
Photographic Film,Product,66
Photographic Paper,Product,66
Triumph-Adler,Brand,66
Accounting Machine,Product,66
Q18028298,Product,66
Q2454395,Product,66
Q2651005,Product,66
Triumph Adler Alphatronic P-30,Product,66
Triumph Adler Alphatronic Pc P1/P2,Product,66
Triumph Adler Alphatronic Pc P3,Product,66
Two Tribes (Company),Brand,66
Toki Tori,Product,66
Uitgekookt,Brand,66
Ready To Use,Product,66
Une Image Pour Rêver,Brand,66
Unifirst,Brand,66
Union Glass Company,Brand,66
Art Glass,Product,66
Zbrojovka Brno,Brand,66
Indústrias Reunidas Fábricas Matarazzo,Brand,66
Ing Group,Brand,66
Virtual Fairground,Brand,66
Voigtländer,Brand,66
Vojenské Lesy A Statky Čr,Brand,66
Vencer,Brand,66
W & T Avery Ltd.,Brand,66
Weighbridge,Product,66
Iris Factory,Brand,66
Isleworth Pottery,Brand,66
Insta360,Brand,66
Action Camera,Product,66
Omnidirectional Camera,Product,66
Wibra,Brand,66
Cisofy,Brand,66
Lynis,Product,66
Yashica,Brand,66
Objective,Product,66
Yoast Bv,Brand,66
Yoast Seo,Product,66
Dredging,Industry,66
Kaiserliche Werft Kiel,Brand,66
Jan Parree,Brand,66
Button,Product,66
Search Engine Optimization,Industry,66
"Manufacture Of Machinery For Textile, Apparel And Leather Production",Industry,66
Optical Imaging,Industry,66
Precision Engineering And Optical Industry,Industry,66
Photo Industry,Industry,66
Cockpit Hill Pottery,Brand,66
Photograph,Product,66
Aardewerkfabriek Amstelhoek,Brand,66
Earthenware,Product,66
Metalware,Product,66
American China Manufactory,Brand,66
Kingdom Of Great Britain,Country,66
Porcelain Ware,Product,66
Jungmann & Schorn,Brand,66
Saar Protectorate,Country,66
Glass Production,Industry,66
Metalware,Industry,66
Ceramics Industry,Industry,66
Q29584592,Industry,66
Manufacture Of Other Chemical Products N.E.C.,Industry,66
Photography,Industry,66
Manufacture Of Optical Instruments And Photographic Equipment,Industry,66
Mobile App Developer,Industry,66
Photographic Paper,Industry,66
Woodworking,Industry,66
Klusrunner,Brand,66
Knoester Kuiperij,Brand,66
Herring Barrel,Product,66
"Knowles, Taylor & Knowles",Brand,66
Kodak Alaris,Brand,66
Konica,Brand,66
Koninklijke Dsm,Brand,66
Nutrition,Product,66
Koninklijke Philips Nv,Brand,66
Coronet Camera Company,Brand,66
Central Heating,Industry,66
Sugar,Industry,66
Web Application Security,Industry,66
Enterprise Architecture,Industry,66
Industrial Laundry,Industry,66
Rental And Leasing Activities,Industry,66
Q60123771,Industry,66
Kelsterbach Porcelain,Brand,66
Kingdom Of Prussia,Country,66
Keukendepot,Brand,66
Keystone Paris,Brand,66
Bay State Glass Company,Brand,66
Glassware,Product,66
Flax Industry,Industry,66
Electromechanics,Industry,66
Food Delivery Service,Industry,66
Cooperage,Industry,66
"Lead, Zinc And Tin Production",Industry,66
Accessibility,Industry,66
Educational Publishing Company,Industry,66
Photo Library,Product,66
Photojournalism,Product,66
Environmental Economics,Industry,66
Preciosa Lustry,Brand,66
Chandelier,Product,66
Dsb Bank,Brand,66
Magnet Kitchens,Brand,66
Magnum Foundation,Brand,66
Lasertec Corporation,Brand,66
List Of Measuring Instruments,Product,66
Leica Camera,Brand,66
Rangefinder,Product,66
Kyiv Arsenal,Brand,66
Optical Instrument,Product,66
Kütahya Porselen,Brand,66
Lab1100,Brand,66
Nodegoat,Product,66
Lapid,Brand,66
American Pottery Manufacturing Company,Brand,66
Amstel Brewery,Brand,66
Beetsuikerfabriek Dordrecht,Brand,66
White Sugar,Product,66
Maastrichtsche Zinkwit Maatschappij,Brand,66
Zinc White,Product,66
Leonar-Werke,Brand,66
Light,Brand,66
De Dietrich Remeha,Brand,66
Hydronic Boiler,Product,66
London Stereoscopic And Photographic Company,Brand,66
Stereoscopy,Product,66
Bellevue Pottery,Brand,66
Transferware,Product,66
Belper Pottery,Brand,66
Stoneware,Product,66
Meopta - Optika,Brand,66
Dehomag,Brand,66
Keypunch,Product,66
Punched Card,Product,66
Punched Card Sorter,Product,66
Tabulating Machine,Product,66
Delclima,Brand,66
Chiller,Product,66
Deliveroo,Brand,66
Deliveroo Riders,Product,66
German Empire,Country,66
Bernard Weber,Brand,66
Dibond,Product,66
Mat Board,Product,66
Picture Framing,Product,66
Beter Bed,Brand,66
Bedroom,Product,66
Mobach,Brand,66
Mexx,Brand,66
Dollond & Aitchison,Brand,66
Optometry,Product,66
Olivetti,Brand,66
Typewriter,Product,66
Multivlaai,Brand,66
Vlaai,Product,66
Mytomorrows,Brand,66
Experimental Drug,Product,66
N.V. Glasfabriek 'De Schie',Brand,66
Container Glass,Product,66
N.V. Van Deventer'S Glasfabrieken,Brand,66
Dutch Filmworks,Brand,66
Dyottville Glass Works,Brand,66
Glass Bottle,Product,66
Aracruz Celulose,Brand,66
Wood,Product,66
Birne Ceramics,Brand,66
Ceramic,Product,66
Bitsensor,Brand,66
Bitsensor,Product,66
Bizzdesign,Brand,66
Bizzdesign Architect,Product,66
Eckert–Mauchly Computer Corporation,Brand,66
Univac,Product,66
New Hall Factory,Brand,66
Bone China,Product,66
Nightforce Optics,Brand,66
Spotting Scope,Product,66
Telescopic Sight,Product,66
Nippon Trex,Brand,66
Polaroid Corporation,Brand,66
Polfer,Brand,66
Ferrite Magnet,Product,66
Pak 'N Bak,Brand,66
Orwo,Brand,66
Reel-To-Reel Audio Tape,Product,66
Oswald Labs,Brand,66
A11Y.Co,Product,66
Elgiganten,Brand,66
Kitchen,Product,66
Armadillo & Co,Brand,66
Mat,Product,66
Rug,Product,66
Pivan,Brand,66
Pentax,Brand,66
Endoscope,Product,66
Fiberscope,Product,66
Explore Scientific,Brand,66
"Photochemical Factory ""Foton"", Bydgoszcz",Brand,66
Photodisc,Brand,66
Stock Photography,Product,66
Boedelbak,Brand,66
Trailer,Product,66
Khon Kaen Sugar,Brand,72
King Rollo Films,Brand,72
Mama Mirabelle'S Home Movies,Product,72
Harpo Productions,Brand,72
Dr. Phil,Product,72
Iyanla: Fix My Life,Product,72
Oprah'S Lifeclass,Product,72
Oprah'S Master Class,Product,72
Oprah: Where Are They Now?,Product,72
Q7098678,Product,72
Rachael Ray,Product,72
Super Soul Sunday,Product,72
The Dr. Oz Show,Product,72
The Me You Can'T See,Product,72
The Nate Berkus Show,Product,72
The Oprah Winfrey Show,Product,72
The Rosie Show,Product,72
Hd+,Brand,72
Rightel Communications,Brand,72
Rikstv,Brand,72
Ringing Bells Private Limited,Brand,72
Ripley S.A.,Brand,72
Rmc Bfm,Brand,72
Robinson Department Store,Brand,72
Flash Fiber,Brand,72
Fly Air Limited,Brand,72
Fnac In Belgium,Brand,72
Focus Sat,Brand,72
Forever Group,Brand,72
Myanmar,Country,72
Channel 7 (Burmese Tv Channel),Product,72
Mandalay Fm,Product,72
Mrtv-4,Product,72
Productos Mendoza,Brand,72
Mendoza Hm-3,Product,72
Prosiebensat.1 Media Se,Brand,72
Proximus,Brand,72
Ptt Public Company Limited,Brand,72
Public Investment Corporation,Brand,72
Publishing And Broadcasting Limited,Brand,72
Cassa Di Risparmio Della Repubblica Di San Marino,Brand,72
San Marino,Country,72
Cbs Corporation,Brand,72
Cbs,Product,72
Cbs Studios,Product,72
Columbia Records,Product,72
Showtime,Product,72
Simon & Schuster,Product,72
The Cw,Product,72
Q62693773,Brand,72
Tie-In,Product,72
Q8062941,Brand,72
Qaina,Brand,72
Tim,Brand,72
Tim Brasil,Brand,72
Tim Group,Brand,72
Tim San Marino,Brand,72
Domain Name System,Product,72
Timo,Brand,72
Timor Telecom,Brand,72
Timor-Leste,Country,72
Tiscali Italia,Brand,72
Tn Mobile,Brand,72
Tnt Sports,Brand,72
All Elite Wrestling,Product,72
Eleague,Product,72
Major League Baseball,Product,72
Nascar Cup Series,Product,72
National Basketball Association,Product,72
Ncaa March Madness,Product,72
Q1215892,Product,72
The Match,Product,72
Top Channel Films,Brand,72
Email,Product,72
Asocs,Brand,72
Adam Internet,Brand,72
Adams Cable,Brand,72
Adcash,Brand,72
Online Advertising,Product,72
Adelphia Communications Corporation,Brand,72
Aktiva,Brand,72
Al Jazeera Documentary Channel,Brand,72
Qatar,Country,72
News Broadcasting,Product,72
News Program,Product,72
Al Jazeera Media Network,Brand,72
Al Jazeera Türk,Brand,72
Al Jazeera Urdu,Brand,72
Albtelecom,Brand,72
Albania,Country,72
Albtelecom Mobile,Brand,72
Prepaid Mobile Phone,Product,72
Alexander Forbes Group Holdings,Brand,72
Pay Television,Industry,72
Newspaper Publisher,Industry,72
Broadband,Industry,72
Cloud Management,Industry,72
Data Security,Industry,72
Intelligent Agent,Industry,72
Schibsted Media,Brand,72
Aftenposten,Product,72
Askøyværingen,Product,72
Bergens Tidende,Product,72
Bygdanytt,Product,72
Mittanbud,Product,72
Stavanger Aftenblad,Product,72
Strilen,Product,72
Vestnytt,Product,72
Vg,Product,72
Pye Ltd.,Brand,72
Q108892615,Brand,72
Connectivity,Product,72
Q113005111,Brand,72
Q11956631,Brand,72
Abc Nyheter,Product,72
Kpn,Brand,72
Kremikovtzi Ad,Brand,72
Krungthai Bank,Brand,72
Kt Corporation,Brand,72
Internet Services Technology,Product,72
Sport,Product,72
Kt Skylife,Brand,72
Singtel,Brand,72
Integration,Product,72
Sip,Brand,72
Payphone,Product,72
Sip (Company),Brand,72
Sky Broadband,Brand,72
Sky Italia (Company),Brand,72
Sky México,Brand,72
Remote Control,Product,72
Skylink,Brand,72
Skyworth,Brand,72
Boxer Tv Access,Brand,72
Digital Terrestrial Television,Product,72
Brasil Telecom,Brand,72
Breezeline,Brand,72
Digital Cable,Product,72
High-Definition Television,Product,72
Internet Security,Product,72
Fibercop,Brand,72
Fidesco Group,Brand,72
General Motors De México,Brand,72
General Motors South Africa,Brand,72
General Posts And Telecommunications Company,Brand,72
Libya,Country,72
Gestora De Inversiones Audiovisuales La Sexta,Brand,72
La Sexta,Product,72
Get After It Media,Brand,72
Television Network,Product,72
Television Station,Product,72
Get As,Brand,72
Q259011,Brand,72
Q2720711,Brand,72
Q2837368,Brand,72
Q3259819,Brand,72
Q3272317,Brand,72
Q3735062,Brand,72
Q3982887,Brand,72
Q123221953,Brand,72
Q123222268,Brand,72
Q1280748,Brand,72
Q132670782,Brand,72
Satellite Phone,Product,72
Q134885644,Brand,72
Rand Merchant Insurance Holdings,Brand,72
Rapid Communications,Brand,72
Rasgas,Brand,72
Rca Corporation,Brand,72
Rca Photophone,Product,72
Rca Studio Ii,Product,72
Videodisc,Product,72
Rcs Mediagroup,Brand,72
Recellular,Brand,72
Red Bull Gmbh,Brand,72
Red Bull,Product,72
Red Mobile,Brand,72
Financial Group Banamex,Brand,72
First National Bank,Brand,72
Q137895902,Brand,72
Q1431486,Brand,72
Orange Livebox,Product,72
Renault Tanger Méditerranée,Brand,72
Rescale,Brand,72
Astron Energy,Brand,72
Petroleum Industry,Product,72
At&T Corporation,Brand,72
At&T Wireless Services,Brand,72
At&T Mobility,Product,72
Frou Frou Biscuits Ltd,Brand,72
Pointing Device,Product,72
Fundidora Monterrey,Brand,72
Føroya Banki,Brand,72
G'Five,Brand,72
Garmin-Asus,Brand,72
Garmin-Asus Nüvifone,Product,72
Gdh 559,Brand,72
Geeksphone,Brand,72
Sapo,Brand,72
Sarajevska Pivara,Brand,72
Satelio,Brand,72
Satmex,Brand,72
Satellite Internet Access,Product,72
Saudi Research And Media Group,Brand,72
Asharq Al-Awsat,Product,72
Saudi Telecom Company,Brand,72
Over-The-Top Media Service,Product,72
Video Game Platform,Product,72
"Foursquare Labs, Inc.",Brand,72
Attribution By Foursquare,Product,72
Foursquare City Guide,Product,72
Foursquare Studio,Product,72
Foursquare Swarm,Product,72
Foursweep,Product,72
Marsbot,Product,72
Pilgrim Sdk By Foursquare,Product,72
Pilgrim Toolkit,Product,72
Pinpoint By Foursquare,Product,72
Places By Foursquare,Product,72
Fox Corporation,Brand,72
Foxtel,Brand,72
Franceinfo,Brand,72
Freenet Ag,Brand,72
Freesat,Brand,72
Quality Technology Services,Brand,72
Québecor,Brand,72
Québecor Média,Brand,72
Racom,Brand,72
Radio Modem,Product,72
Radio Ritam,Brand,72
Radio Ritam Sarajevo,Product,72
Rain,Brand,72
Rakuten Tv,Brand,72
Ralink,Brand,72
Salling,Brand,72
Salt Mobile,Brand,72
Mobile Web,Product,72
Sam The Record Man,Brand,72
San Marino Telecom,Brand,72
Hegnar Media (Norway),Brand,72
Finansavisen,Product,72
Kapital (Magazine),Product,72
Heineken Mexico,Brand,72
Helio,Brand,72
Helio Ocean,Product,72
Hemisphere Media Group,Brand,72
Empowerment,Product,72
Free Ad-Supported Streaming Television,Product,72
News Media,Product,72
Streaming Media,Product,72
Boing,Brand,72
Boing,Product,72
Boing Plus,Product,72
Cartoonito,Product,72
Boing (Tv Channel),Brand,72
Block Programming,Product,72
Brondi,Brand,72
Answering Machine,Product,72
Walkie-Talkie,Product,72
Bt Business,Brand,72
Bt Consumer,Brand,72
Bt Italia,Brand,72
Telecommunications Network,Product,72
The Walt Disney Company Latin America,Brand,72
The Walt Disney Company Portugal,Brand,72
Thescore Inc.,Brand,72
Three Ireland,Brand,72
Three Sweden,Brand,72
Three Uk,Brand,72
Tigo,Brand,72
Tiloben Publishing Company,Brand,72
African American Newspaper,Product,72
Sheriff,Brand,72
Southern Linc,Brand,72
Spartan Communications,Brand,72
Spb Tv,Brand,72
Speakeasy,Brand,72
Spice Telecom,Brand,72
Rogers Communications,Brand,72
Roshan,Brand,72
Afghanistan,Country,72
Rostelecom,Brand,72
Roularta Media Group,Brand,72
Knack,Product,72
Le Vif/L’Express,Product,72
Trends-Tendances,Product,72
Rovercomputers,Brand,72
Rti,Brand,72
Atlas Mara Limited,Brand,72
Atresmedia,Brand,72
Aurora Cable Internet,Brand,72
Austereo,Brand,72
Barry (Radio Station),Product,72
Hit Network,Product,72
Radar (Radio Station),Product,72
Triple M,Product,72
Alice Adsl,Brand,72
Instant Messaging,Product,72
Iptv,Product,72
Service On Internet,Product,72
All Elite Wrestling,Brand,72
House Show,Product,72
Merchandising,Product,72
Pay-Per-View,Product,72
Publishing,Product,72
Video On Demand,Product,72
Allente,Brand,72
Nordic Countries,Country,72
Satellite Television,Product,72
Aller Media,Brand,72
Billed-Bladet,Product,72
Familie Journal,Product,72
Kk,Product,72
Q11986726,Product,72
Q12320990,Product,72
Q28835799,Product,72
Q28835819,Product,72
Q28913373,Product,72
Q28913387,Product,72
Q28913424,Product,72
Ude Og Hjemme,Product,72
Ugebladet Søndag,Product,72
Vi Over 60,Product,72
Vi Unge,Product,72
Score Media And Gaming,Brand,72
Scripps Networks,Brand,72
Scuola Superiore Guglielmo Reiss Romoli,Brand,72
Seachange International,Brand,72
Seaside Communications,Brand,72
Seattle'S Best Coffee,Brand,72
Focus Brands,Product,72
Rural Cellular,Brand,72
Ràdio Televisió Valenciana,Brand,72
Rúsdrekkasøla Landsins,Brand,72
S-Fone,Brand,72
S-Mart,Brand,72
Saambou,Brand,72
Siam Commercial Bank,Brand,72
Siemens Mobile,Brand,72
Global Telecom & Technology,Brand,72
Multiprotocol Label Switching,Product,72
Sd-Wan,Product,72
Voice Over Ip,Product,72
Globo (Media Company),Brand,72
Filmmaking,Product,72
Television Production,Product,72
Gmm Grammy,Brand,72
Go,Brand,72
Golan Telecom,Brand,72
Evolved High Speed Packet Access,Product,72
Lte (Telecommunication),Product,72
Umts,Product,72
Golis Telecom Somalia,Brand,72
Somalia,Country,72
Ghana Broadcasting Corporation,Brand,72
Television Channel,Product,72
Gibela,Brand,72
X'Trapolis Mega,Product,72
Gigaset,Brand,72
Gigaset Communications,Brand,72
